area_detail,ward_name
2nd cross gundappa reddy layout,kumaraswamy layout
annapoorneshwari b line,gangenahalli
annapoorneshwari opp line,gangenahalli
chinnamari layout main valve,nandini layout
cholanayakanahalli shambulingeshwara temple,banashankari temple ward
yelu mallamma temple,dattathreya temple
gayatri temple chamundi nagar,jayachamarajendra nagar
muneshwara block 1st cross,muneshwaranagar
muneshwara block 2nd cross,muneshwaranagar
shrishankara 4th cross,shankaramata
shrishankara road 3rd cross,srirammandira ward
1st cross ssa road kunti grama down,unknown
1st main police station road,thanisandra
2nd main police station down road,unknown
5th cross bairappa road,hosathippasandra
6th cross anandnagar yamaha showroom,hoysalanagar
ananadnagiri badavane 3rd cross,banashankari temple ward
basanna devastan,jayanagar east
crescent school valve shrishankara block 1st cross,unknown
hale bavi valve line,chalavadipalya
kamat road valve line,kammanahalli
kempamma devastana hebbal,kammanahalli
kuparaju bande,karisandra
maadu building workshop,maruthi mandira ward
saaga hotel behind,dattathreya temple
shrirama shrishti apartment 5th cross,shakthiganapathi nagar
shrishankara 2nd cross,shanthala nagar
7th cross ssa road 5th cross,unknown
7th cross ssa road naidammana mane,srirammandira ward
7th cross cholanayakanahalli ssa road left side,kacharakanahalli
7th cross ssa road right side valve,unknown
ssa raod 1st cross opp cp,unknown
rama krishnappana mane,marappanahalli
7th cross ssa road 1st cross down,unknown
7th cross ssa road 2nd cross,unknown
7th cros ssa road 3rd cross,unknown
7th cross ssa road 4th cross,unknown
7th cross ssa road 6th cross,unknown
7th cross ssa road railway muniyappana mane,unknown
cholanayakanahalli rajlakshmi bar,kacharakanahalli
vinayaka layout anandnagar,dayanandanagar
6th cross cholanayakanhalli rjalakshmi bar,kacharakanahalli
jayappa reddy mane himbaga,aramane nagar
tempo stand valve bhuvaneshwari nagar,muneshwaranagar
msr nagar pipeline,srinagar
80ft main road,thanisandra
sr apartments msr nagar 3rd main,rajarajeshwarinagar
80ft road 1 to 5th cross,unknown
iti layout,btm layout
sampangappa layout 4 to 5th cross,unknown
sampangappa layout 1 to 3rd cross,unknown
msr nagar 8th cross,srinagar
sanjeevappa layout,hsr layout
"dollars colony 6, 7 main road",unknown
mla layout,btm layout
bda layout,hbr layout
gandhi school road,gandhinagar
muneshwara temple road,banashankari temple ward
laxmanappa layout,kumaraswamy layout
lotte gollarahalli,uttarahalli
venkatachari layout,hsr layout
dollars colony 1 to 5th main road,unknown
3rd block,hsr layout
sangollirayanna road,manorayanapalya
footmat road,doddabommasandra
jaladarshini layout,nandini layout
seenappa layout,hsr layout
chikkamaranahalli hp bunk,kammanahalli
chikkamaranahalli devsandra,chikkallasandra
ms ramaiah layout basavasadana,basaveshwaranagar
munihanmayya layout,nandini layout
ramkrishna garden,prakashnagar
kge layout,hsr layout
muttappa block 1st cross to 4th cross,unknown
1st main ganganagar (manjunath slum and dena bank),unknown
3rd main ganganagar(vasantappa block),ganganagar
4th cross rbi colony,hsr layout
4th main hgh layout ganganagar,ganganagar
6th cross rbi colony,hsr layout
bellery main road 6 inches valve suplly,unknown
bellery main road cbi office,peenya industrial area
ganganagar school yellamma temple,gali anjaneya swamy temple ward
hmt layout 3rd cross,hsr layout
lakshmayya block  10 th and 12 cross cbi ganganagar,shakthiganapathi nagar
nrupatungga extension 1st cross,unknown
pillappa block 9th and 10th cross,unknown
gangappa block 1st main 2nd cross 3rd cross 4th main,unknown
bellary road 5th main,bharathinagar
bellary road 1st to 4th main (12 inch valve supply),unknown
gangamma temple 6th main 6th cross (pillappa block),unknown
6th main gangamma temple left side(9th to 10th cross),unknown
papanna block 3rd cross,unknown
rt nagar main road  1st main (judges colony),unknown
vasanthappa block 1st cross and 2nd cross ganganagar,jayachamarajendra nagar
4th main 6th 7th and 7th a cross vasantappa block,unknown
gangenahalli giddappa block 5th cross,gangenahalli
khm block 4th main,unknown
khm block 3rd main,koramangala
krishnappa block 8th & 9th cross,unknown
ganganagar 4th main valve3,ganganagar
ganganagar 4th main valve1,ganganagar
ganganagar 3rd cross cpv block valve,ganganagar
ganganagar 3rd main valve3,ganganagar
ganganagar 2nd main valve4,ganganagar
ganganagar 2nd main valve2,ganganagar
ganganagar 1st main upside,ganganagar
khm block 7th main,unknown
vaani school 1st c main ganganagar,jayachamarajendra nagar
vaani school 1st a main ganganagar,jayachamarajendra nagar
krishnappa block 10th cross,radhakrishna temple ward
krishnappa block 6th & 7th cross,unknown
ganganagar 4th main valve2,ganganagar
ganganagar 4th cross cpv block valve,ganganagar
ganganagar 30c busstand main valve,ganganagar
ganganagar 1st main downside,ganganagar
ganganagar 2nd main main valve,ganganagar
ganganagar 2nd main valve3,ganganagar
ganganagar 3rd main main valve,ganganagar
ganganagar 3rd main valve2,ganganagar
manjunath layout 4th cross,kumaraswamy layout
manjunath layout 3rd cross,kumaraswamy layout
mamatha school road,marathalli
4th cross chowdayya block,unknown
3rd cross chowdayya block,unknown
2nd cross chowdayya block,unknown
1st cross chowdayya block,unknown
andhra mess valve,horamavu
canteen valve,gangenahalli
bombay tailors down area valve,unknown
bombay tailors appanna block( close valve),unknown
bombay tailors appanna block (valve opens areas supply),unknown
akkamma block 2nd cross dinnur main road,srirammandira ward
ajji mane valve hmt layout vv nagar,padmanabhanagar
aditya school valve opens,yelahanka satellite town
9th cross poornima hospital pakkada road,unknown
5th c main road appanna block (banana shop) valve close areas supply,unknown
3rd main kousar nagar,kushalnagar
thatana mane upside area,aramane nagar
tathana mane kousar nagar majisainikara badavane,unknown
sai babatemple,dattathreya temple
paper angadi (shop) hmt layout,nandini layout
manjunath layout 2nd cross,kumaraswamy layout
manjunath layout 1st cross,kumaraswamy layout
dinnur main road 6th cross ex- service men road,unknown
dinnur main road 2nd cross kousar nagar,jayachamarajendra nagar
dasappa garden hmt layout,kumaraswamy layout
dasappa garden hmt layout valve closes area,unknown
cbi road church,bellandur
cbi road church close valve,unknown
3rd cross kousar nagar,kushalnagar
rt nagar 2nd block 6th cross,unknown
1st block corparation bank (halu booth),unknown
1st block hopcoms,unknown
rt nagar 2nd block 12th  13th 14th  cross,unknown
2nd block rt nagar 14th and 14th a cross,unknown
5th main road rt nagar 2nd block,jayachamarajendra nagar
15 th cross 1st block rt nagar,hoysalanagar
narayanappa block 5 th cross down,manorayanapalya
narayanappa block nandini milk booth,nandini layout
narayanappa block 6th main road,manorayanapalya
1st block rt nagar bata show room,unknown
rt nagar 1st block bata showroom 2,unknown
p and t colony all bek 1st cross to 3rd cross,unknown
1st block rt nagar esi,shanthala nagar
2 nd block rt nagar mysore bank,unknown
2nd block  9th and 11 cross,unknown
2nd block bda complex rt nagar,bharathinagar
2nd block rt nagar16th and 17th cross,unknown
2nd block rt nagar  8th and 9th cross,unknown
5th a main road 2nd block rt nagar,jayachamarajendra nagar
narayanappa block 5th cross,manorayanapalya
rt nagar 1st block 19th cross,unknown
1st block rt nagar  masidi,shanthala nagar
ward office 1st block,unknown
rt nagar 2nd block 4th and 5th cross,unknown
rt nagar 2nd block 7th and 8th cross,unknown
chamundi nagar dinnur main road entry valve,unknown
chamundi nagar dharmanna garden beerappa garden jctn,unknown
dinur muninanjappa layout,kumaraswamy layout
dinur rt nagar 1st block,girinagar
dinur rt nagar 1st block valve3,unknown
dinur rt nagar 1st block valve5,unknown
devegowda road,kempegowda ward
dinur ajjappa block 2nd main,rajagopalanagar
dinur rt nagar 1st block valve4,unknown
dinur rt nagar 1st block valve2,unknown
dinur muninanjappa layout valve2,kumaraswamy layout
chamundi nagar beerappa garden,srirammandira ward
chamundi nagar main road kousar nagar 1 to 5th cross,unknown
rt nagar 1st block jc nagar main rd,jnanabharathi ward
rt nagar 1st block jc nagar main rd 2,jnanabharathi ward
rt nagar 1st block tree house,unknown
rt nagar 1st block end,jayanagar east
rt nagar 1st block bbmp park,banashankari temple ward
rt nagar 1st block end2,jayanagar east
rt nagar 1st block jc nagar main rd3,jnanabharathi ward
khb main road 4th cross,hal airport
ranka nagar 5th main & 2rd cross,jayanagar east
ranka nagar 1st main 1st cross,jayanagar east
athmananda colony 5th bcross,shakthiganapathi nagar
athmananda colony 6th cross,shakthiganapathi nagar
athmananda colony 7 th cross,shakthiganapathi nagar
vinayaka layout 9 aa cross,nandini layout
vinayaka layout 9 th a cross,jnanabharathi ward
vinayaka layout 9th b cross,nandini layout
vinayaka layout 9th cross,nandini layout
vinayaka layout 10th cross,nandini layout
adharshanagar 1st cross,jayanagar east
adharshanagar 3rd cross,padmanabhanagar
adharshanagar 5 th crops,padmanabhanagar
gopalappa layout 4th  3rd 2nd and 1st crosses,unknown
gopalappa layout 5th cross down,kumaraswamy layout
gopalappa layout 5th cross,kumaraswamy layout
sultanpalya bust and pakkada road,shanthala nagar
sultanpalya udupa mane,sagayapuram
vijaya bharathi school 1st cross,jnanabharathi ward
lr bande srinivasa layout 8th a main road,nandini layout
khb main road srinivasa layout 9th main,kumaraswamy layout
khb main road srinivasa layout 6th main,kumaraswamy layout
chinnanna layout 1st cross valve2,nandini layout
manorayanpalya aiyyappa block 11th cross valve3,manorayanapalya
manorayanpalya ayyappa block 12th cross valve2,manorayanapalya
khb colony 2nd main,hoodi
lr bande 1st cross,unknown
sultanpalya main road opp to atmananda colony raju,unknown
ganesh block 3rd cross,ganeshmandira ward
ganesha block 4th cross main,gangenahalli
atmananda colony 1st cross,dayanandanagar
ganesha block 6th cross,ganeshmandira ward
dinur main road & lr bande road junction,unknown
khb main road,hal airport
atmananda colony 4th cross,dayanandanagar
ganesha block 7th cross,ganeshmandira ward
ganesha block 5tha cross,ganeshmandira ward
atmananda colony 3rd cross,dayanandanagar
atmananda colony sultanpalya 4th cross raju,unknown
ganesha block 4tha main,shakambarinagar
ganesha block 3rd cross,ganeshmandira ward
bhuvaneshwari nagar 1st main,muneshwaranagar
sultanpalya main road 6th main,shankaramata
khb colony 4th main,unknown
khb colony 6th main,unknown
manorayanpalya aiyyappa block 11th cross valve1,manorayanapalya
manorayanpalya aiyyappa block 10th cross,manorayanapalya
lr bande srinivasa layout,nandini layout
khb main road srinivasa layout 7th main,kumaraswamy layout
khb main road srinivasa layout 10th main,kumaraswamy layout
chowdappa block sultanpalya 2nd main,hosathippasandra
sultan palya main road raju,shanthala nagar
atmananda colony 2nd cross,dayanandanagar
atmananda colony 5th main,dayanandanagar
atmananda colony 5th cross,dayanandanagar
chowdappa block sultanpalya 2nda main,hosathippasandra
sultanpalya main road 5th main,shankaramata
sultanpalya main road near ganesha block raju,unknown
khb colony 3rd main,hoodi
manorayanpalya ayyappa block 12th cross valve1,manorayanapalya
manorayanpalya aiyyappa block 11th cross valve2,manorayanapalya
ranka nagar 1st main,jayanagar east
chinnanna layout 1st cross valve1,nandini layout
lr bande srinivasa layout 6th main,nandini layout
khb main road srinivasa layout 8th main,kumaraswamy layout
lr bande srinivasa layout 8th a main upside,nandini layout
srinivas lay out 2nd and 3rd cross,nandini layout
rankka nagar 5th main,prakashnagar
rankka nagar 1st main,jayanagar east
manarayana playa ayyappa block,manorayanapalya
khb road 6th cross,unknown
khb main road 7th to 10th cross,unknown
ganesha block dinur main rd main valve,ganeshmandira ward
chamundi nagar dharmanna garden masjid,c.v. ramannagar
doddamma layout 2nd cross,doddabommasandra
doddamma layout 3rd cross,dommalur
manarayanapalya 1st cross,manorayanapalya
rathnamma layout 4th cross,btm layout
rathnamma layout 5th cross downside,btm layout
rathnamma layout 5th cross upside,btm layout
seethappa layout 3rd cross,hsr layout
seethappa block,shettyhalli
nanjamma layout 2 nd cross,nandini layout
hanuman layout 2a cross,nandini layout
manorayanpalya 1st cross,manorayanapalya
lingappa block 1st cross,unknown
ganesha block dinur main rd,ganeshmandira ward
nanjamma layout 1st cross,nandini layout
athmanandha colony high station line,kammanahalli
athmananda colony 7 th cross ganesh,jayachamarajendra nagar
hanuman layout 2 nd  a cross,nandini layout
papayya reddy layout 2 nd cross,kumaraswamy layout
ganesha block 5th main,gangenahalli
thimmayya garden 11th cross,maruthi mandira ward
lingappa block 3rd cross,unknown
hanuman layout 2b cross,nandini layout
ganesha block 4th main,gangenahalli
ganesha block dinur 3rd main,gangenahalli
manorayanpalya up road,manorayanapalya
manorayanpalya chaudar cross road,manorayanapalya
manorayanpalya 6thb cross road,manorayanapalya
ayyappa block valve opens down side area supply,unknown
manorayanpalya 1st cross chaudar cross,manorayanapalya
manorayanpalya 2nd cross,manorayanapalya
manorayanpalya 1st cross 6 inch,manorayanapalya
muneshwara layout 1st 2nd cross,muneshwaranagar
sanaulla layout 7th cross,nandini layout
khb layout 1st cross,hbr layout
sultanpalya 7th main to 8th main,shankaramata
gopalappa layout 2nd cross & ms convent road,unknown
ak colony valve 6,unknown
9th cross sultanplya,hoysalanagar
ak colony valve 1,unknown
ak colony valve 2,unknown
ak colony valve 3,unknown
ak colony valve 4,unknown
ak colony valve 5,unknown
manorayanpalya 3rd cross,manorayanapalya
manarayanapalya 5th cross khb road,manorayanapalya
ayyappa block 13th cross,unknown
ayyappa block small area 14 hoses supply line,unknown
ayyappa block upside valve close area,peenya industrial area
tulsamma layout 3rd cross up,btm layout
tulsamma layout 3rd cross,btm layout
venkataswamappa layout 1st cross,kumaraswamy layout
ambedkar layout 4th main,hbr layout
ambedkar layout 2nd main,hbr layout
ambedkar layout 1st cross,hbr layout
adharsha nagar main road,rajarajeshwarinagar
3rd cross ambedkar layout,hsr layout
shampura bus stop,vasanthapura
shampura main road parallel,kempapura agrahara
shampura a block 1st main,vishweshrapuram
shampura a block masjid,vishweshrapuram
munirappa layout shampura a block,kumaraswamy layout
munirappa layout 6th cross,kumaraswamy layout
munirappa layout shampur bus stop,kumaraswamy layout
kaveri nagar 2nd main valve1,jaraganahalli
kaveri nagar 2nd main valve2,jaraganahalli
munirappa layout 5th cross,kumaraswamy layout
venkataramappa layout 4th main,kumaraswamy layout
ananda gokula layout 2nd main road,nandini layout
gandhi nagar 4th cross,gandhinagar
kaveri nagar 1st to 10th cross,jayanagar east
gandhi nagar 1st 2nd cross,gandhinagar
gandhi nagar 3rd cross,gandhinagar
shampura main road,shakambarinagar
kaveri nagar 2nd cross,karisandra
ramayya layout lr bande rd main valve,unknown
munirappa layout shampura 3rd cross,kumaraswamy layout
munirappa layout shampura 4th cross,kumaraswamy layout
nandagokula layout 1st main,nandini layout
nandagokula layout 1st main 7th a cross,nandini layout
railway line krishnappa layout 1st main,radhakrishna temple ward
krishnappa layout 3rd main,radhakrishna temple ward
ambedkar lay out 3rd cross,hbr layout
adharsh nagar 1st cross,jayanagar east
manjusree road vasamma temple,dharmarayaswamy temple ward
kavalbyrasandra upendra sing layout 1st main,kavalbyrasandra
old kv road 1st main road valve3,unknown
muninagappa layput,kumaraswamy layout
gandhi smaraka upside area,ganeshmandira ward
old kv road 1st main road valve2,unknown
muniswamappa garden amc road,muneshwaranagar
muniswamappa garden,muneshwaranagar
nagaraj layout,hsr layout
np factory,attur
np factory orphanage,jayanagar
jayanthamma layout 7th main 2,jayanagar east
nagamma layout 3td f cross,nandini layout
chinnanna layout krishnappa compound,nandini layout
chinnanna layout,nandini layout
ambedkar college main valve,unknown
ambedkar college sub valve,unknown
indra jith layout (ambedkar college),nandini layout
ambedkar main road,jnanabharathi ward
gandhi smaraka high school road,jnanabharathi ward
manjusree vasamma temple road2,dharmarayaswamy temple ward
jayanthamma layout.kml,btm layout
dinur main road brindavan layout junction,kumaraswamy layout
brindavan layout,hbr layout
kavalbyrsandra bus stop,kavalbyrasandra
jayanthamma layout 7th main,jayanagar east
mm layout 3rd cross,btm layout
mm layout 3rd a cross,btm layout
mm layout lavanya bekary 3rd main road,unknown
mm layout 3rd a main,btm layout
mm layout kamraj nagar,jayachamarajendra nagar
muninagappa layout,kumaraswamy layout
nagamma lyout 3rd b cross,nandini layout
nagamma layout 3rd f cross,nandini layout
old kv road susanna road,c.v. ramannagar
old kv road 1st main road,dr. rajkumar ward
bhrunadavan layout 3rd cross,kumaraswamy layout
siddartha layout 1st 2nd cross,shanthala nagar
old kv road,unknown
bhoopasandra,hongasandra
bhoopasandra sbi,hongasandra
rms colony 3rd cross 4th and 5th cross,unknown
rms colony 1st main 1st cross and 2nd cross,unknown
lakshmamma layout,kumaraswamy layout
bhoopasandra 5th cross hosabadavane,unknown
uas layout 6th cross,hsr layout
anjaneya devastan nagshettihalli,agrahara dasarahalli
rms colony,cottonpet
central exchange layout,nandini layout
uas layout 1st 2nd cross,kumaraswamy layout
uas layout 7th cross,hsr layout
yajamanappa layout 6th cross down side,unknown
manjunatha layout 5th cross,kumaraswamy layout
gundappa road 1st main nagashettihalli (radhakrishna layout4th cross and patalappa layout 1st to 5th cross),unknown
basavrshwara  layout  main road (1st cross to 4th cross),unknown
aecs layout,hsr layout
byrappa layout main valve,hbr layout
byrappa layout 4th cross,hbr layout
byrappa layout 5th cross,hbr layout
vinayaka layout 4th 5th 6th main,unknown
kuvemppu road nagashettihalli 2nd main,kempapura agrahara
siddivinayaka layout 6th main rd,jnanabharathi ward
manjunatha layout boopsandra,mallasandra
sihineeru bhavi road nagashettihalli,vrushabhavathi nagar
nagashettihalli narayanappa compound,a. narayanapura
channamma kalyana mantapa road,jayachamarajendra nagar
channamma kalyana mantapa road (kemppayaa layout 3rd cross),unknown
bhoovi colony 1st cross(gowdara colony) doddayyappa layout  bhoovi 1st cross),unknown
basaveshwara layout,basaveshwaranagar
pavitra school road nagashettihalli 7 th cross,vishwanathnagenahalli
yajamanappa layout 6 th cross,kumaraswamy layout
hp gas shop nagadhettihalli,shettyhalli
bhoopasandra nti bus stand,hongasandra
byrappa layout 2nd main road,hbr layout
byrappa layout 4th cross upside,hbr layout
vinayaka layout main valve,nandini layout
vinayaka layout brindavan college masjid,nayandanahalli
uas layout 3rd cross,hsr layout
uas layout 4th cross,hsr layout
kalpana chawla road 60 feet rd,jnanabharathi ward
ramakrishnappa layout acs layout,radhakrishna temple ward
keb layout 5th main,hbr layout
p and t colony upside,cottonpet
cil layout 1st main down side,chikkallasandra
acs layout 2nd main (hopcoms),hsr layout
acs layout 1st main (rmv hospital downside),unknown
geddalahalli super market 4 crosses supply (upside area),unknown
ngef layout karnataka bank and (ragavendra mata),unknown
ngef layout 2ndmain (ward office),ganeshmandira ward
judges layout,hsr layout
ngef 5th main krishna bekari opposite upside area,radhakrishna temple ward
acs lay out 2nd cross 4 in valve supply,unknown
acs layout sanjaynagar main road,sanjaynagar
amarajyothi coffeeday (kanikya parameshwari temple),gali anjaneya swamy temple ward
radhakrishna temple upside area,radhakrishna temple ward
geddalahalli anjsneyaswamy temple (slum),gali anjaneya swamy temple ward
aecs chowtary (gunddu topu) geddalahalli,vishwanathnagenahalli
narayana hrudayalaya dental  clinic (ngef layout down side),unknown
hanumaiah layout,nandini layout
acs layout rmv hospital upside,hsr layout
geddalahalli super market road downside,yelahanka satellite town
p and t colony down area,peenya industrial area
aecs layout 6th 7th main,hsr layout
prestige (sweet angadi) geddalahalli,vishwanathnagenahalli
pooja bakery keb layout 1st main,hbr layout
keb layout,hbr layout
ashwath nagar 1st to 3rd,shanthala nagar
ramakrishnappa layout 1st main,radhakrishna temple ward
shoes angadi ashwathnagar,shakthiganapathi nagar
akai school acs 3rd stage(amarjyothi 2nd main),unknown
acs layout sanjaynagar main road(sandeepani school),unknown
60 feet road amarjyothi layout,kumaraswamy layout
ashwathnagar 1st block,vasanthnagar
4th main acs layout(ramana marcy),kumaraswamy layout
acs layout 3rd main (nandini milk booth),nandini layout
